sub_watershed,mean_erosion_susceptibility,max_erosion_susceptibility,pct_high_risk_area
Sub-watershed C2,0.36363181471824646,0.6130622029304504,0.029850746268656716
Sub-watershed C1,0.34516218304634094,0.6081519722938538,0.029850746268656716
Sub-watershed C3,0.316214919090271,0.6185600757598877,0.06060606060606061
Sub-watershed B3,0.29827284812927246,0.6191089749336243,0.030303030303030304
Sub-watershed B1,0.29605719447135925,0.522438645362854,0.0
Sub-watershed A1,0.26517120003700256,0.5014340877532959,0.0
Sub-watershed A3,0.2557179629802704,0.5465218424797058,0.0
Sub-watershed B2,0.2538354694843292,0.4798225164413452,0.0
Sub-watershed A2,0.2412414401769638,0.44468599557876587,0.0
