region,spei_trend,vpd_days_trend,erc_days_trend,peak_swe_trend,meltout_trend,low_flow_trend,composite,rank
poudre,1.0579537665351137,-1.4142135623730951,0.7071067811865511,1.9647304255806333,1.854850038575505,0.9582007396031895,0.8547713648513162,1
black_hills,2.1947391870315536,0.7071067811865472,-1.4142135623730916,1.4131633487135904,-0.40309071954609066,-0.20331016243221645,0.3823991454300488,3
front_range,-0.25269295356666555,0.7071067811865472,0.7071067811865511,-0.3778937742942241,1.5482406809705855,2.245109422829027,0.7628294897186368,2
